A,B,C
0.589305809483,45.48131,0.00300
0.281835212827,44.56355,0.01184
0.156123059884,44.48522,0.01201
0.391727116072,44.94271,0.00330
1.5299682248,44.85158,0.01119
0.179344926967,44.44037,0.00881
0.456956251838,45.03819,0.00636
0.216112000159,45.01922,0.01030
1.28785797912,44.83776,0.01180
14.4037492154,44.34770,0.01620
0.197198632247,44.65749,0.02087
0.518684822856,45.15750,0.00316
0.18657978743,44.86974,0.00429
0.251867814481,45.20451,0.00682
0.61252625551,44.41496,0.02823
0.0727951398905,44.07756,0.01569
0.826102261372,44.46839,0.01818
0.247466385466,44.94597,0.01473
0.0934188377299,44.97579,0.00870
0.950570220047,45.31695,0.00348
9.50353635061,44.42739,0.01001
0.457643354167,44.67777,0.00818
0.512661278013,44.66881,0.00996
1.33115640777,43.97203,0.01931
0.253411523157,45.32038,0.01521
0.378211963585,44.90722,0.00845
0.26156453166,46.03777,0.00271
0.410287940216,44.68607,0.00933
1.23866803462,44.85840,0.01403
0.419052106761,44.66664,0.02041
0.729484359749,44.89960,0.00945
0.183715181535,45.16364,0.00529
0.262367233834,45.38134,0.00108
0.839896175287,44.71793,0.01262
0.218335564892,44.52579,0.00859
0.297237562695,44.77300,0.00709
0.383292403902,44.90015,0.01635
1.00526100455,44.95125,0.00533
0.124331925792,44.86517,0.01167
0.389776569913,44.04390,0.01457
0.359665285554,44.63855,0.00636
1.78254195914,44.54728,0.01244
0.220436135596,44.77257,0.00811
0.245100454192,45.09934,0.00988
0.108757699368,45.06645,0.00483
0.617274877691,44.86206,0.00619
0.159126003051,45.78051,0.00221
0.0948283494339,44.68850,0.01901
,45.12138,0.01090
0.101819894707,44.82848,0.01646
0.986991523248,45.09556,0.00355
0.362974630136,44.48811,0.02844
0.189068114008,45.38660,0.00364
0.523181278463,44.78246,0.01541
1.41722167734,44.95779,0.00549
0.160224303461,44.90453,0.01543
0.47642144321,45.34227,0.00203
1.03595039481,45.01199,0.00722
0.297743253702,44.20388,0.01319
0.371207878129,44.42333,0.00776
0.648853605577,44.70367,0.01257
0.552264264226,45.16175,0.00414
0.610336297923,44.19785,0.01503
1.77283812616,44.47436,0.01178
0.333130732293,44.48945,0.02412
0.227290874281,45.16544,0.00446
0.214806907959,44.73836,0.01216
0.296195635264,44.70017,0.01567
0.297004961985,44.99169,0.00923
0.346185819444,45.37277,0.00411
0.184894826635,44.99354,0.00965
0.178558031324,44.65862,0.01016
0.58356319453,44.56841,0.01574
0.646706937419,44.65633,0.04556
0.262367233834,44.59963,0.00717
0.839896175287,44.73006,0.02122
0.218335564892,44.47789,0.01137
1.00526100455,45.01247,0.01123
0.124331925792,44.55196,0.01556
0.389776569913,44.98618,0.00803
1.78254195914,45.06799,0.01807
0.220436135596,44.86777,0.01203
0.245100454192,44.71317,0.02774
0.108757699368,44.93590,0.01085
0.617274877691,44.57434,0.02606
0.159126003051,44.45962,0.01028
0.0948283494339,45.73744,0.00214
,44.28572,0.01334
1.78414507666,44.39641,0.01567
0.151232126266,44.43794,0.01206
0.0991770432135,44.40271,0.01366
0.163497847774,44.66232,0.01430
0.409373030149,,
1.50069829407,,
