A,B,C
1.14223878456,45.48131,0.00300
1.05205419057,44.56355,0.01184
1.15330669987,44.48522,0.01201
1.21488028496,44.94271,0.00330
1.41006183022,44.85158,0.01119
1.16117900995,44.44037,0.00881
1.00754699266,45.03819,0.00636
0.940961400031,45.01922,0.01030
1.02884962705,44.83776,0.01180
1.06381018063,44.34770,0.01620
1.13806407125,44.65749,0.02087
1.37160966651,45.15750,0.00316
0.981415400281,44.86974,0.00429
1.0246171503,45.20451,0.00682
0.968373406051,44.41496,0.02823
1.32811840799,44.07756,0.01569
1.229618093,44.46839,0.01818
1.28735907722,44.94597,0.01473
0.997682223615,44.97579,0.00870
1.18420033544,45.31695,0.00348
0.893697088021,44.42739,0.01001
1.0672705455,44.67777,0.00818
1.18510105143,44.66881,0.00996
1.09969918868,43.97203,0.01931
1.1319692001,45.32038,0.01521
1.13066098211,44.90722,0.00845
1.03658872646,46.03777,0.00271
0.992304511758,44.68607,0.00933
1.65234693889,44.85840,0.01403
1.00397283855,44.66664,0.02041
1.11391895749,44.89960,0.00945
0.955072487652,45.16364,0.00529
1.2386614794,45.38134,0.00108
1.17387373657,44.71793,0.01262
1.16788445817,44.52579,0.00859
1.08343765058,44.77300,0.00709
0.968858570309,44.90015,0.01635
1.17209177412,44.95125,0.00533
1.19640263272,44.86517,0.01167
1.00841393741,44.04390,0.01457
1.04433129949,44.63855,0.00636
1.096581643,44.54728,0.01244
1.17528033527,44.77257,0.00811
1.13154554832,45.09934,0.00988
0.940458587979,45.06645,0.00483
1.04875054473,44.86206,0.00619
1.06393077714,45.78051,0.00221
0.175208105766,44.68850,0.01901
1.35488315135,45.12138,0.01090
1.30744766822,44.82848,0.01646
0.894293620651,45.09556,0.00355
1.10592798769,44.48811,0.02844
1.19782488426,45.38660,0.00364
1.05395191733,44.78246,0.01541
1.17178053799,44.95779,0.00549
1.12407154557,44.90453,0.01543
1.13074656135,45.34227,0.00203
1.12197291794,45.01199,0.00722
1.34799013232,44.20388,0.01319
1.11164606686,44.42333,0.00776
1.43438496008,44.70367,0.01257
1.16109972755,45.16175,0.00414
1.31800639345,44.19785,0.01503
1.10483146083,44.47436,0.01178
1.27889160295,44.48945,0.02412
1.0816700902,45.16544,0.00446
1.0050569339,44.73836,0.01216
1.13297381772,44.70017,0.01567
1.35946242157,44.99169,0.00923
0.998601091862,45.37277,0.00411
1.24735296965,44.99354,0.00965
1.09847748781,44.65862,0.01016
0.990140387898,44.56841,0.01574
1.0164242008,44.65633,0.04556
1.283346731,44.59963,0.00717
1.34656589745,44.73006,0.02122
1.45336178837,44.47789,0.01137
1.35904378903,45.01247,0.01123
1.24172265454,44.55196,0.01556
1.28938771792,44.98618,0.00803
1.08415240569,45.06799,0.01807
1.32333456353,44.86777,0.01203
1.12498030023,44.71317,0.02774
1.19328175285,44.93590,0.01085
,44.57434,0.02606
,44.45962,0.01028
,45.73744,0.00214
,44.28572,0.01334
,0.01334,0.01387
,44.39641,0.01567
,44.43794,0.01206
,44.40271,0.01366
,44.66232,0.01430
